signataire_original,type,date,url,titre,début
Éric Leblanc,une chronique sportive,2022-08-13,https://www.rds.ca/hockey/lnh/chabot-ne-s-attendait-pas-a-tout-ce-renfort-1.15985320,Sénateurs : Thomas Chabot ne s'attendait pas à tout ce renfort,"Même Thomas Chabot ne s'attendait pas à ce que son équipe, les Sénateurs d'Ottawa, puissent acquérir les services d'Alex DeBrincat, Claude Giroux et Cam Talbot durant la saison morte qui se termine bientôt. « Euh, pas nécessairement tous ces joueurs, je ne mentirai pas », a confié l'inépuisable défenseur des Sens. Au terme de la dernière saison, la cinquième de suite menant à une exclusion des séries pour Ottawa, Chabot et Brady Tkachuk avaient pris le temps de préciser à leur directeur général Pierre Dorion que c'était le temps de dénicher du renfort pour maximiser le talent de la jeune équipe. Un moment donné, perdre, ça suffit. Mais les deux jeunes n'auraient pas osé exiger qu'un as marqueur comme DeBrincat, un vétéran de grande qualité comme Giroux et un gardien solide comme Talbot aboutissent à Ottawa. « DeBrincat, n'importe quelle équipe rêve d'un joueur comme lui qui peut compter 40 buts. Tu ne peux pas trouver ça du jour au lendemain. C'est spécial de l'avoir avec nous. Avec les gars qu'on a déjà pour l'entourer, ça va vraiment aider notre équipe », a noté Chabot. « D'ajouter un gars comme Giroux, avec sa carrière extraordinaire, il va apporter beaucoup de talent sur la glace. Son expérience d'avoir été capitaine plusieurs années aidera grandement notre jeune groupe », a convenu Chabot qui entrevoit la stabilité désirée avec Talbot et Anton Forsberg devant le filet. À deux reprises, Chabot s'est toutefois assuré de préciser que l'équipe doit demeurer réaliste considérant la puissance de la division Atlantique. Ravir une place éliminatoire aux Panthers, au Lightning, aux Maple Leafs ou aux Bruins demeure un défi de taille. Mais, pour une rare fois, le mot excitant est associé à la prochaine campagne des Sens. « C'est le fun, on est plusieurs jeunes qui ont été repêchés dans le même coin, on a grandi ensemble et on continue à avancer. On est prêts à faire un autre pas et amener la ville d'Ottawa, les fans, derrière nous. Ils le méritent énormément. On n'a pas participé aux séries depuis que je suis là », a commenté le gaucher. Si le renfort en attaque a été plus que satisfaisant, Chabot doit continuer de se poser des questions en regardant autour de lui pour patrouiller la ligne bleue."
Éric Leblanc,une chronique sportive,2023-02-11,https://www.rds.ca/football/nfl/a-contrecoeur-st-juste-favorise-les-eagles-1.16646132,"Super Bowl : À contrecoeur, Benjamin St-Juste favorise les Eagles pour vaincre les Chiefs","Le 14 novembre, les Eagles de Philadelphie se voyaient déjà savourer une neuvième victoire en autant de matchs en croisant le fer avec les Commanders de Washington. C'était sans se douter que Benjamin St-Juste ferait dérailler leur plan avec un jeu déterminant. Avec moins de six minutes à écouler au dernier quart, St-Juste a provoqué un échappé en plaquant le receveur Quez Watkins. Ce revirement a permis aux Commanders de conserver leur avance et infliger un premier revers aux Eagles. Un mois plus tôt, le Québécois de 25 ans avait réussi un autre jeu crucial en empêchant Darnell Mooney, des Bears de Chicago, d'inscrire un touché sur un quatrième essai et une verge à franchir en fin de rencontre. Ne voilà que deux exemples démontrant la superbe progression affichée par St-Juste à sa deuxième saison dans la NFL. « J'ai fait beaucoup de progrès. Je me suis développé comme joueur sur le terrain et à l'extérieur. S'implanter dans la NFL, c'est un processus, il y a beaucoup de choses à apprendre et je pense que j'ai fait un bon saut à ma deuxième année. C'est très prometteur pour la prochaine », a évalué l'athlète de six pieds trois pouces et 200 livres. St-Juste ne se trompe pas avec ce verdict et les Commanders l'ont prouvé en lui confiant un poste de demi de coin partant pendant la saison. Par conséquent, il s'est mesuré à plusieurs des plus redoutables receveurs de la NFL. « Je suis très fier d'avoir constamment démontré du progrès de semaine en semaine. Dans la NFL, c'est très difficile, mais je me suis bien adapté à ce changement », a expliqué St-Juste qui s'est déplacé en Arizona pour collaborer avec l'équipe de RDS et participer à des événements. À titre d'exemple, St-Juste et les Commanders ont eu à se mesurer aux Eagles à deux occasions. Le Québécois s'est donc retrouvé à devoir couvrir très souvent A.J. Brown et DeVonta Smith. « C'est une équipe remplie d'armes offensives, ils ont des joueurs clés un peu partout. Brown et Smith m'ont donné beaucoup de fil à retordre dans les deux matchs contre eux. Brown m'a aidé à me développer comme joueur, je devais être à 100% contre lui. C'est un athlète très physique qui est capable de capter des ballons au-delà de ta tête », a commenté celui qui est tout aussi naturel avec un micro à la main. « La clé, contre les Eagles, ce sera de limiter les jeux explosifs. Brown et Jalen Hurts aiment vraiment avoir une belle connexion pour les longs jeux. Si les Chiefs de Kansas City peuvent limiter ça, ils auront de meilleures chances de gagner », a-t-il ajouté. Pour compléter de longues passes, Hurts devra toutefois démontrer qu'il est rétabli de sa blessure à l'épaule droite subie en fin de saison. Depuis le début des éliminatoires, le jeu aérien des Eagles a été moins sollicité en raison de leur domination."
Éric Leblanc,une chronique sportive,2023-02-07,https://www.rds.ca/football/nfl/refonte-reussie-pour-proteger-mahomes-1.16603552,Super Bowl : Refonte réussie de la ligne offensive des Chiefs pour protéger Patrick Mahomes,"ll y a trois ans, lorsque les Chiefs de Kansas City ont remporté le Super Bowl, Laurent Duvernay-Tardif patrouillait le poste de garde à droite. Les Chiefs ont eu à rebâtir cette unité cruciale pour protéger Patrick Mahomes même si certains diront qu'il est assez habile pour se débrouiller. Les exploits de Mahomes ne fascinent pas seulement les partisans, plusieurs joueurs et entraîneurs sondés, lundi soir à la soirée des médias, partagent encore cette admiration. Mais pour assurer sa pérennité, les dirigeants des Chiefs ont procédé à un rajeunissement de la ligne offensive. Le pari comportait des risques dans les premières étapes du processus sauf que ça ne paraît plus désormais. Outre Joe Thuney, le vétéran et double champion du Super Bowl qui est venu solidifier le poste de garde à gauche, les Chiefs ont misé sur la relève. Orlando Brown fils a été acquis pour devenir le bloqueur à gauche, Creed Humphrey a hérité du rôle de centre, Trey Smith a remplacé LDT et Andrew Wylie a été déplacé comme bloqueur à droite. « Nos dirigeants trouvent de bons athlètes, mais surtout de bonnes personnes. Des jeunes qui aiment travailler et s'investir dans leur métier. On a un système et un standard que les gars adoptent avec plaisir », a prononcé Andy Heck, l'entraîneur de la ligne offensive, qui était content d'entendre une touche d'accent francophone dans la question. Croisés à différents endroits sur le parterre du Footprint Center, Wylie et Smith ont abondé dans le même sens que leur entraîneur de position. « On s'entend vraiment bien ensemble, j'ai beaucoup d'amour pour ces gars », a noté Wylie qui s'était promené avec les Colts, les Browns et les Chargers en 2017 avant d'obtenir la confiance, qui aura été déterminante, des Chiefs. « Ces gars-là sont merveilleux. Dès l'an passé, à ma première saison, le groupe de vétérans a été génial pour m'enseigner comment me comporter. J'ai encore beaucoup de travail à accomplir, mais je suis reconnaissant », exposé Smith avec son impressionnante stature de six pieds six pouces et 321 livres. Ce géant a démontré qu'il pouvait s'acquitter de la tâche de partant. De plus, en tant que joueur de ligne offensive, le fait qu'il rate très peu de matchs joue en sa faveur. « Oh, il est incroyable comme joueur. Peu d'athlètes ont un tel impact à son âge à cette position. C'est un spécimen physique, je m'amuse beaucoup à ses côtés », a indiqué Wylie."
Hugo Dumas,une chronique télévision,2022-04-06,https://www.lapresse.ca/arts/chroniques/2022-04-06/5-gars-pour-moi/on-veut-louise-sigouin-bon.php,"5 gars pour moi | On veut Louise Sigouin, bon ! ","Le printemps est déjà terne et gris et il s’enfoncera davantage dans la noirceur et la froideur sans notre papesse des dualités, Louise Sigouin. Ça me déchire l’âme de l’écrire, mais voilà : TVA a déplacé à l’automne – et peut-être même en 2023 – la prochaine édition de Si on s’aimait. Et contrairement aux participants de cette docuréalité, je suis incapable d’avaler, digérer et roter cette information dévastatrice. C’est une catastrophe encore pire que le dérapage émotionnel entre Audrey et Dominic après un cours d’aqua-sirène. Pire que les fraises moisies que Tim servait à la golfeuse Marie-Denise. Pire qu’un spectacle de cornemuse orchestré par Jean-François sur son patio de banlieue. Comment survivrons-nous sans guérir nos blessures de honte ? Qui nous aidera à établir nos limites et à connecter avec notre monde intérieur, hein ? Est-ce qu’on a le droit de vivre le bonheur conjugal par procuration avec Vicky et François, s’il vous plaît ? OK, non. Rayez la dernière phrase. Vicky et François, le couple chouchou de Si on s’aimait, ont rompu, selon mes taupes. Ils sont allés au bout de leur aventure et c’est ce qui explique la fermeture de leur page Facebook commune, me dit-on. Autre déception : l’émission printanière qui remplacera Si on s’aimait ne lui arrive pas à la cheville – ou à la cuisse tatouée de Gabriel. Cette quotidienne, qui débute lundi à 19 h sur les ondes de TVA, s’appelle 5 gars pour moi et son titre en encapsule tout le contenu. PHOTO JAY ARSENAULT, TIRÉE DU SITE DE 5 GARS POUR MOI La première concurrente, Janie, 35 ans, gestionnaire de projets de traduction, héberge chez elle cinq prétendants et en élimine un par jour jusqu’à ce qu’elle ne garde que le bon, à la fin de la semaine. Une célibataire héberge chez elle cinq prétendants et en élimine un par jour jusqu’à ce qu’elle ne garde que le bon, à la fin de la semaine. Ce format anglais (Five Guys a Week) ressemble à Un souper presque parfait en version Cupidon. Les quatre premiers épisodes de 30 minutes tournent autour de Janie, 35 ans, gestionnaire de projets de traduction. Un mécanicien (Simon, 41 ans), un fonctionnaire (Mathieu, 34 ans), un directeur de projets (Alexandre, 41 ans), un directeur des ventes et barman (Dany, 36 ans) ainsi qu’un conseiller aux ventes (Marc-André, 37 ans) déposent leurs valises dans la maison montérégienne de Janie dans l’espoir de conquérir son cœur. Dans un décor de type « Bois & Cuir », les hommes cuisinent des tatakis (classique !) et vendent leur salade (fraîcheur !) à Janie, qui « dégage une belle personnalité », selon Alexandre, poète et imitateur de l’accent gaspésien. Comme les candidats de 5 gars pour moi changent toutes les semaines, c’est impossible de s’attacher à eux ou de suivre leur évolution. C’est du « speed dating » de banlieue, sans l’accompagnement de Louise Sigouin et sans les pieds nus exposés de Guillaume Lemay-Thivierge et Émily Bégin. Ça manque de piquant et de malaises."
Hugo Dumas,une chronique télévision,2022-01-11,https://www.lapresse.ca/arts/chroniques/2022-01-11/aller-simple/jouer-a-clue-a-la-tele.php,Aller simple | Jouer à Clue à la télé ! ,"Oui, l’horaire télé déborde déjà de super séries à regarder, le catalogue extra garni de Netflix vous fait de l’œil, tout comme les 42 autres plateformes payantes bourrées d’émissions prestigieuses qui accumulent les prix. Mais gardez-vous une petite heure par semaine pour Aller simple de Noovo, un captivant thriller qui emprunte autant à l’œuvre d’Agatha Christie qu’à une excellente série comme Only Murders in the Building de Disney+ ou à des films comme Knives Out, avec une touche plus sombre. Message aux lecteurs qui ne trouvent pas Only Murders in the Building sur Disney+ : il faut retirer le filtre parental, qui bloque automatiquement les émissions dites pour adultes. De rien. Donc, Aller simple. Ça démarre mercredi à 20 h sur Noovo contre Les enfants de la télé à Radio-Canada et Les moments parfaits à TVA. Trois propositions qui plairont à trois publics différents. Si ça peut vous convaincre d’y jeter un œil, ou encore mieux les deux, sachez qu’Aller simple provient de l’efficace équipe derrière Épidémie et L’imposteur à TVA, soit les auteurs Bernard Dansereau, Annie Piérard et Étienne Piérard-Dansereau, de même que l’habile réalisateur Yan Lanouette Turgeon. Après avoir vu les deux premiers épisodes lundi, j’aurais volontiers enfilé les quatre derniers pour résoudre cet intrigant mystère. Mais qui tire les ficelles dans ce jeu humain de Clue ? Pourquoi ces six personnes – plus une accompagnatrice de dernière minute – ont-elles été réunies dans ce voyage qui tourne au cauchemar ? Qui essaie de les punir pour leurs erreurs du passé ? Voilà où réside le plaisir de visionner Aller simple, une minisérie où des protagonistes meurent très rapidement (ne vous attachez pas trop) et où aucun personnage ne montre son vrai visage. On cherche alors des indices, on s’attarde à tous les détails et on spécule sur qui a fait quoi et pourquoi dans cette histoire très bien tricotée. Aller simple est une production-oignon, qui se dévoile couche par couche, avec des punchs à la fin de chacun des épisodes. C’est rudement attrayant. Au départ, les six passagers d’Aller simple ne se connaissent pas. Ils se rencontrent sur le tarmac alors qu’ils s’apprêtent à monter dans un hélicoptère privé à destination de Val-Beaulac, un domaine appartenant à l’excentrique milliardaire Robert Beaulac (Germain Houde). PHOTO YAN TURCOTTE, FOURNIE PAR NOOVO Éric Bruneau incarne l’un des six passagers d’Aller simple."
Hugo Dumas,une chronique télévision,2022-01-20,https://www.lapresse.ca/arts/chroniques/2022-01-20/big-brother-covides-et-star-epidemie.php,Big Brother Covidés et Star Épidémie ,"Le variant Omicron continue de gangrener les deux plus grosses téléréalités du Québec. Après l’humoriste Eddy King, cinq autres concurrents de Big Brother Célébrités – sur un total de 17 – ont attrapé la COVID-19, ce qui a forcé la production à réaménager la maison-studio pour séparer les malades du reste des joueurs en santé, m’indiquent des sources bien branchées. Les six cas de COVID-19 au sein de la distribution de Big Brother Célébrités de Noovo n’ont toutefois pas empêché les tournages de se poursuivre dans un entrepôt d’Anjou, dans l’est de l’île de Montréal, me dit-on. Les cinq éclopés seraient Martin Vachon, Michelle Desrochers (ma préférée), Lysanne Richard, Valérie Carpentier et Stéphanie Harvey. Du côté de Star Académie, le premier gala dominical a été repoussé d’une autre semaine, car six académiciens ont été déclarés positifs à la COVID-19 en début de semaine, ce qui porte donc à dix le nombre de concurrents infectés sur une cohorte qui en compte 19. Ça commence à ressembler à de l’immunité collective. Selon mes informations, la directrice de la Star Ac, Lara Fabian, serait également tombée malade, ce que son attaché de presse, Junior Bombardier, n’a toutefois ni confirmé ni infirmé. Le premier gala du dimanche du populaire télé-crochet est maintenant prévu le 30 janvier à 19 h. Avec les mesures draconiennes qui ont été prises depuis l’éclosion et le nombre de candidats qui ont déjà contracté la COVID-19, « il est peu probable que cela nécessite un report supplémentaire », a affirmé TVA par voie de communiqué. Les producteurs Jean-Philippe Dion et Benoit Clermont, de Déferlantes, de même que la direction de TVA ont refusé des demandes d’entrevue mercredi. Le déplacement d’une semaine de Star Académie a coûté des millions, a révélé Jean-Philippe Dion, lundi soir, lors de son passage à l’émission spéciale de La tour de Patrick Huard. De retour à Big Brother Célébrités, l’augmentation des cas a scindé le jeu en deux factions : les covidés, qui ont emménagé dans la chambre du patron avec salle de bain adjacente, et les négatifs, qui évoluent dans le reste de la maison-studio. Les deux groupes ne se mélangent pas. Vous verrez cette division nette – et l’application des nouvelles règles sanitaires – dans l’épisode de Big Brother Célébrités que Noovo relaiera jeudi à 18 h 30. Évidemment, un participant infecté a toujours la possibilité, comme l’humoriste Eddy King, de déménager à l’hôtel et de revenir en santé sans subir de pénalité. Les cinq personnes atteintes de la COVID-19 ont cependant choisi de faire leur confinement devant les caméras, dans leur dortoir de quarantaine."
Hugo Dumas,une chronique télévision,2022-08-17,https://www.lapresse.ca/arts/chroniques/2022-08-17/bonjour-la-police-chez-vrak.php,Bonjour la police chez Vrak ! ,"Quand on pense à Vrak, on pense au Chalet, à Jérémie, à Code F, à Code G ou au (feu) gala KARV. Oubliez ces trucs de « djeunes », yo. La chaîne spécialisée de Bell Média s’adresse désormais aux adultes qui carburent aux séries peuplées de policiers, de pompiers et de premiers répondants. Il s’agit de la Sainte-Trinité des 3P en télévision, qui diffère du délicieux trio des 3P en gastronomie, soit les pâtes, le pain et les patates. Oui, les patronnes de Vrak ont songé à modifier le nom de leur station pour mieux refléter son virage mature, complété au printemps dernier. Mais la marque Vrak, qui existe depuis 2001, résonne encore très fort auprès des abonnés. Elle demeurera donc intacte, inchangée, Vrak la vie, Vrak pour la vie. Le créneau flic-médecin-sapeur ne dérougit pas – allumez les sirènes ici – comme en témoignent les programmations tonitruantes des postes concurrents tels Addik (Coroner, Chicago Fire, S.W.A.T.), Séries Plus (Blue Bloods, FBI, NCIS) ou Max (Dr House, Bones). N’empêche. Avec ses flics et ses toubibs, Vrak a plus que doublé son audience, indique la vice-présidente, programmation et information, chez Bell Média, Suzane Landry. Fait amusant : la moyenne d’âge des clients de Vrak s’établit maintenant à 46 ans. On est loin de Radio-Enfer et du Canal Famille. À partir de la semaine prochaine, Vrak présentera de costaudes séries primées, qui ont fait le bonheur des abonnés du service Crave dans les derniers mois. Je pense à Yellowjackets (13 septembre), Easttown avec Kate Winslet (24 août) ou Les paysagistes avec Olivia Colman (22 novembre). La troisième saison de Transplanté décollera le mercredi 12 octobre à 21 h. Fans de bisbille et de « twists », n’arrachez pas vos cheveux décolorés. Vrak demeure le point de chute pour les extras et les inédits d’Occupation double (retour : 12 septembre) ou de Big Brother Célébrités 3 (en janvier). Même si le soleil brille encore de tous ses rayons dans nos piscines, les chaînes spécialisées ont doucement amorcé leur rentrée (argh !) avant le gros boum des antennes traditionnelles, prévu dans la semaine du 12 septembre. PHOTO ANNIE SIMARD, FOURNIE PAR BELL Mélissa Bédard réalise un rêve en achetant sa première maison dans une docuréalité justement intitulée Ma première maison, diffusée à Canal Vie. Du côté de Canal Vie, la chanteuse et comédienne Mélissa Bédard réalise un rêve en achetant sa première maison dans une docuréalité justement intitulée Ma première maison, duh, qui commence le mardi 23 août à 19 h 30. Attendez-vous à un joli chaos avec six enfants sous un même toit (rénové, bien sûr). Dans Un nouveau jour (22 août), nous partons à la rencontre de personnes trans qui se préparent à subir une chirurgie d’affirmation de genre à l’hôpital montréalais GrS, un complexe spécialisé dans ce type d’interventions. Dans Cœurs migratoires (2 novembre), nous suivrons l’histoire d’amour – et non de désastre – de couples dont l’un des membres vit à l’étranger ou s’apprête à s’établir au Québec."
Hugo Dumas,une chronique télévision,2022-05-17,https://www.lapresse.ca/arts/chroniques/2022-05-17/cuisiner-par-procuration-devant-la-television.php,Cuisiner par procuration devant la télévision,"Je cuisine comme un chaudron. Je gaspille des aliments – bonjour sac de pousses d’épinards moisies au fond du tiroir à légumes. Je jette les choux gras, Jean-Luc Boulay frôlerait la syncope, je paie le salaire du rappeur Loud en Uber Eats et mon four n’a jamais été super taché ou ultracollant. Yeah pour moi ! Par contre, déposez devant moi une compétition de gâteaux sur Netflix (Nailed It !) ou une téléréalité comme Les chefs ! et je dévore tout jusqu’à en lécher le fond de l’assiette tel un Ostrogoth. Pour paraphraser Jean-Jacques Goldman, je cuisine par procuration devant mon poste de télévision, même si je ne mets pas de vieux pain sur mon balcon, quand même. Je raffole des émissions de bouffe, apprêtées de toutes les façons : compétition, fiction ou marathon. La dernière au menu ? La minisérie d’époque Julia de HBO que propose la plateforme Crave, en français et en anglais. C’est absolument charmant et craquant. C’est de la télé-bouffe réconfort comme on l’aime : chaleureuse, généreuse et zéro prétentieuse. Avec quelques touches de Mad Men, Julia s’intéresse aux débuts télévisuels de la plus européenne des cheffes américaines, Julia Child, jouée par l’excellente actrice britannique Sarah Lancashire, meilleure que Meryl Streep dans le film Julie & Julia, sorti en 2009. Le premier des huit épisodes de Julia débute en 1962, à Cambridge, en banlieue de Boston. Femme d’un diplomate qui a été déployé partout en Europe, la bonne vivante Julia Child a publié son premier livre de recettes Maîtriser l’art de la cuisine française, un classique pour les cuisinomanes. La célébrité relative de Julia Child à Boston pique l’intérêt de la jeune et allumée productrice d’une émission littéraire snobinarde de la chaîne publique locale, que personne ne regarde. Julia Child se méfie. De quoi causera-t-elle avec l’animateur qui reçoit habituellement des auteurs obscurs qui fument la pipe ? À la dernière minute, Julia fourre des œufs, du beurre et un fouet dans son sac. Sur le plateau, elle demande une poêle électrique et prépare, en direct, une onctueuse omelette devant l’équipe médusée. La joviale Julia Child rayonne devant les caméras. Elle est drôle, pleine d’esprit et naturelle, ce qui détonne dans cet environnement rigide et austère. Malgré les lettres de téléspectatrices qui réclament son retour, les patrons de la station méprisent Julia Child."
Hugo Dumas,une chronique télévision,2022-07-05,https://www.lapresse.ca/arts/chroniques/2022-07-05/des-trucs-pour-adoucir-la-facture-tele.php,Des trucs pour adoucir la facture télé ! ,"C’est un classique, comme les reportages imbibés de sueur chez Fairmount Bagel par temps de canicule. Dès que les mots Netflix, Club illico ou Amazon Prime apparaissent dans une chronique, les courriels de lecteurs fâchés, déçus ou perplexes s’entassent de façon serrée dans ma boîte. Des messages — pas du tout agressifs, je le précise — comme celui-ci : « Je n’ai pas embarqué dans le train des Netflix, Crave, etc. Je crois et, surtout, j’espère encore que la télé conventionnelle avec du contenu québécois sera encore accessible pour des gens comme nous le plus longtemps possible », indique Mario L. Marie-Josée B. dénonce également le petit écran des riches : « Il faut toujours être abonné à différentes chaînes. Ça devient frustrant à la longue de se faire suggérer ce genre d’émissions, nos finances ne supportant pas de tels montants. » Même souci budgétaire chez Patricia B. : « Mettez bout à bout le coût d’abonnement à toutes ces plateformes, dans le contexte d’inflation actuelle, ce n’est pas possible et ça m’enrage que certaines de ces séries québécoises aient été subventionnées. Pourquoi je devrais repayer pour les voir ? Alors tant pis, je ne verrai pas Audrey est revenue ou Une affaire criminelle », note-t-elle. Trop de plateformes numériques, trop d’ajouts automatiques sur la carte de crédit, trop cher, je comprends. Quand je regarde mes propres factures, je me console en me rappelant que je n’achète plus de coffrets DVD à 60 $ l’unité, ce qui équivaut à cinq mois de Disney+ avec contenu à volonté. Quand même. Les dollars que nous investissions jadis en séries de collection de 24, des Soprano ou de Sex and the City traversent maintenant chez Netflix ou Crave. C’est une tendance planétaire : la télé en ligne surpasse dorénavant la télé traditionnelle, et le Québec n’y échappe pas. Chez nous, 71 % des foyers souscrivent au moins un abonnement à une plateforme numérique, contre 66 % qui paient pour le câble dit traditionnel (ou par fibre optique), selon un récent rapport de l’Académie de la transformation numérique de l’Université Laval. Netflix demeure le service payant le plus populaire au Québec avec un taux d’abonnement frôlant les 60 %. C’est énorme. C’est pratiquement les deux tiers de la population. Le géant américain Netflix éclipse ainsi le rayonnement de la majorité des chaînes spécialisées québécoises régulières (Évasion, Historia, Investigation, etc.). Amazon Prime Video se classe au deuxième rang avec un taux de pénétration de 30 %, suivi par Disney+ (18 %), Club illico (16 %), l’Extra de Tou.TV (9 %) et Crave (8 %), toujours selon l’Académie de la transformation numérique de l’Université Laval."
Hugo Dumas,une chronique télévision,2022-01-03,https://www.lapresse.ca/arts/chroniques/2022-01-03/district-31/parlons-du-bon-commandant-chiasson.php,District 31 | Parlons du bon commandant Chiasson ! ,"Le « suspense » ne durera pas aussi longtemps que l’affaire des terrains volés au juge Pelland du service de courrier Ké-Pac (ou quelque chose du genre). Vous saurez ce lundi soir, dans les premières minutes de District 31 à Radio-Canada, ce qui adviendra de notre bon commandant Chiasson (Gildor Roy), kidnappé par les deux membres les plus influents des Sixers lors du dernier épisode diffusé en décembre. Rappel rapide ici. Daniel Chiasson, personnage pilier du feuilleton de Luc Dionne, conduisait de façon peinarde son Dodge Durango quand il a été intercepté par de faux policiers, qui l’ont ensuite livré à François Labelle (Peter Miller) et Ryan Robin (Dan Bigras). Debout dans un entrepôt mal éclairé, le caïd François Labelle a lancé à Chiasson, sur le seul ton qu’on lui connaisse jusqu’à présent : « Phaneuf, ça s’est passé dans le fond d’un panier à salade. Toi, ça va se passer ici. » Oh ! oh ! Évidemment, les fans ont capoté, encore traumatisés par l’assassinat de Poupou (Sébastien Delorme), le départ de Gabrielle Simard (Geneviève Brouillette) et les nouveaux cheveux de Sonia Blanchard (Pascale Montpetit). S’ils tuent Chiasson, pour vrai, je remets mon badge, mon arme et ma démission, avez-vous menacé en vous prenant tous pour des mini Me Durand (Stéphan Côté) au tribunal. Faut croire que le grand ménage effectué par le scénariste et la productrice Fabienne Larouche a bien fonctionné. Vous avez tous peur maintenant. Comme dans Game of Thrones, vous savez qu’aucun personnage de District 31, même un gentil comme Stéphane Pouliot, n’est à l’abri de faire un Nick Romano (Mathieu Baron), c’est-à-dire de disparaître sans laisser de traces. Dites-vous cependant une chose : avant de mourir ou de s’enfuir – pas de divulgâcheur, n’ayez crainte –, Daniel Chiasson aura une longue conversation avec ses deux « ravisseurs ». Et ces scènes regorgent d’infos cruciales pour la suite des enquêtes. Parlant d’investigations, celle impliquant l’achat et le rapatriement du VR aux États-Unis s’apprête à se clore. Ce qui signifie que Sylvain Coulombe (Denis Bouchard) ne dépensera plus autant d’argent au restaurant à déjeuner. Le ripou à Denis Corbin (Paul Doucet) demeure au cœur du récit dans les quatre premiers épisodes de 2022 que j’ai vus en avant-première. Corbin a été arrêté, et les sergents-détectives du 31 se démènent pour le relier au meurtre de Poupou."
Hugo Dumas,une chronique télévision,2022-01-26,https://www.lapresse.ca/arts/chroniques/2022-01-26/fans-de-district-31-calmez-vous.php,"Fans de District 31, calmez-vous ! ","« C’est vraiment l’année de trop de District 31 ! Franchement, le truc du gilet pare-balles, tellement improbable et ridicule ! OK, Luc Dionne manque tellement d’inspiration qu’il a essayé de se débarrasser de Noélie [Catherine St-Laurent], c’est fini pour moi ! » Chers fans de District 31, calmez-vous. Ça devient lourd, votre litanie de plaintes et vos menaces d’abandonner la populaire série de Radio-Canada à la moindre contrariété. Vous râlez sur tout, tout le temps, sans prendre de pause-café filtre ou faire une marche dans le stationnement. Ça use, toutes ces piques répétées. Quand la COVID-19 a stoppé les tournages du populaire feuilleton policier, vous avez tous grimpé dans les rideaux. Mais qu’est-ce qu’on va faire à 19 h, hein ? District 31, c’est un service essentiel ! Ramenez-nous nos enquêteurs ! Dans un contexte sanitaire archi-difficile, District 31 a réussi à rallumer ses caméras en respectant un paquet de consignes techniques contraignantes. Un petit miracle, à l’été 2020, rappelez-vous. Et quelle a été votre réaction en visionnant ces épisodes distanciés, qui ont été livrés de peine et de misère ? La mitraillette de reproches. « Voyons donc, les personnages qui se tiennent à deux mètres de même, c’est tellement gênant et mal fait ! » Vous avez ensuite passé les deux semaines suivantes à relever chacune des fois où la distanciation était visible à l’écran. Oh, elle était visible, la distanciation. Mais c’était ça ou rien du tout. Quelques mois plus tard, quand l’auteur Luc Dionne, pour pimenter son récit, a esquissé un potentiel départ du commandant Daniel Chiasson (Gildor Roy), vous avez collectivement capoté. « Pour vrai, si le commandant Chiasson meurt, je ne regarderai plus jamais District 31, c’est terminé ! Vous venez de perdre votre plus fidèle téléspectateur », avez-vous écrit sur les réseaux sociaux. Ce commentaire-là, je l’ai lu au moins 1000 fois. Il revient à heures fixes, comme Stéphanie Malo (Virginie Ranger-Beauregard) avec sa mallette de travail. Depuis deux ans, vous ne laissez plus aucune chance aux nouveaux personnages de District 31. Tout de suite, c’est la guillotine. Après une seule apparition de la lieutenante-détective Mélanie Charron (Ève Landry), votre jugement était tombé : je « l’haïs », elle est bête, pas assez ci, trop ça. Vous avez même réclamé le retour de (feu) Nadine Legrand (Magalie Lépine-Blondeau) au 31. Vous êtes nombreux à penser que Nadine n’a pas été tuée, qu’elle va réapparaître pour la grande finale. C’est du niaisage. Nadine est morte et enterrée. Oubliez-la. PHOTO TIRÉE DE LA PAGE FACEBOOK DE L’ÉMISSION Le commandant Chiasson (Gildor Roy) et la lieutenante-détective Mélanie Charron (Ève Landry) La mort de Poupou (Sébastien Delorme) vous a également secoués : comment Luc Dionne ose-t-il nous faire ça ? C’est sûr que je décroche sans Poupou ! Mais non, encore une menace en l’air."
